,Trap,Species,NumMosquitos,WnvPresent,Day_length,Tmax,Tmin,Tavg,ResultSpeed,ResultDir,AvgSpeed,Sunset,Sunrise,Heat,Depart,DewPoint,WetBulb,Cool,CodeSum,PrecipTotal,StnPressure,Latitude,Longitude,Month
3482,T114,CULEX RESTUANS,1,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.798697,-87.736812,7
3483,T152,CULEX RESTUANS,2,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.846075,-87.716277,7
3484,T144,CULEX PIPIENS/RESTUANS,5,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.94016,-87.794896,7
3485,T073,CULEX PIPIENS,4,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.773215,-87.60088,7
3486,T220,CULEX PIPIENS/RESTUANS,10,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.963976,-87.69181,7
3487,T220,CULEX PIPIENS,4,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.963976,-87.69181,7
3488,T218,CULEX RESTUANS,10,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.948167,-87.730698,7
3489,T218,CULEX PIPIENS/RESTUANS,16,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.948167,-87.730698,7
3490,T158,CULEX PIPIENS/RESTUANS,50,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.682587,-87.707973,7
3491,T153,CULEX RESTUANS,1,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.907645,-87.760886,7
3492,T153,CULEX PIPIENS/RESTUANS,4,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.907645,-87.760886,7
3493,T153,CULEX PIPIENS,1,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.907645,-87.760886,7
3494,T152,CULEX PIPIENS/RESTUANS,5,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.846075,-87.716277,7
3495,T151,CULEX RESTUANS,8,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.916265,-87.800515,7
3496,T151,CULEX PIPIENS/RESTUANS,15,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.916265,-87.800515,7
3497,T151,CULEX PIPIENS,1,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.916265,-87.800515,7
3498,T148,CULEX RESTUANS,1,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,42.01743,-87.68776899999997,7
3499,T148,CULEX PIPIENS/RESTUANS,5,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,42.01743,-87.68776899999997,7
3500,T148,CULEX PIPIENS,2,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,42.01743,-87.68776899999997,7
3501,T147,CULEX RESTUANS,6,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.932094,-87.700117,7
3502,T147,CULEX PIPIENS/RESTUANS,13,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.932094,-87.700117,7
3503,T144,CULEX RESTUANS,2,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.94016,-87.794896,7
3504,T135,CULEX RESTUANS,42,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.662014,-87.72460799999998,7
3505,T069,CULEX RESTUANS,1,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.768388,-87.678649,7
3506,T043,CULEX PIPIENS/RESTUANS,6,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.857402,-87.694991,7
3507,T066,CULEX PIPIENS/RESTUANS,86,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.77166,-87.703047,7
3508,T018,CULEX RESTUANS,1,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,42.010412,-87.66214000000002,7
3509,T018,CULEX PIPIENS/RESTUANS,1,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,42.010412,-87.66214000000002,7
3510,T017,CULEX PIPIENS/RESTUANS,2,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.960616,-87.777189,7
3511,T016,CULEX RESTUANS,5,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,42.011601,-87.81150600000002,7
3512,T016,CULEX PIPIENS/RESTUANS,24,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,42.011601,-87.81150600000002,7
3513,T012,CULEX PIPIENS/RESTUANS,13,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.991429,-87.747113,7
3514,T011,CULEX RESTUANS,1,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.944869,-87.832763,7
3515,T069,CULEX PIPIENS/RESTUANS,4,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.768388,-87.678649,7
3516,T028,CULEX PIPIENS,2,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.986921,-87.689778,7
3517,T009,CULEX PIPIENS/RESTUANS,9,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.99247800000001,-87.862995,7
3518,T008,CULEX RESTUANS,7,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,42.008314,-87.77792099999998,7
3519,T008,CULEX PIPIENS/RESTUANS,37,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,42.008314,-87.77792099999998,7
3520,T003,CULEX SALINARIUS,2,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.964242,-87.757639,7
3521,T003,CULEX RESTUANS,3,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.964242,-87.757639,7
3522,T003,CULEX PIPIENS/RESTUANS,11,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.964242,-87.757639,7
3523,T002,CULEX RESTUANS,32,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.95469,-87.800991,7
3524,T002,CULEX PIPIENS/RESTUANS,129,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.95469,-87.800991,7
3525,T002,CULEX PIPIENS,4,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.95469,-87.800991,7
3526,T009,CULEX PIPIENS/RESTUANS,9,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.98196400000001,-87.812827,7
3527,T028,CULEX PIPIENS/RESTUANS,11,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.986921,-87.689778,7
3528,T011,CULEX PIPIENS/RESTUANS,36,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.944869,-87.832763,7
3529,T030,CULEX PIPIENS/RESTUANS,14,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.89923,-87.716788,7
3530,T028,CULEX RESTUANS,6,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.986921,-87.689778,7
3531,T065,CULEX PIPIENS/RESTUANS,1,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.778297,-87.752411,7
3532,T063,CULEX RESTUANS,1,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.82561,-87.726549,7
3533,T063,CULEX PIPIENS/RESTUANS,10,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.82561,-87.726549,7
3534,T061,CULEX PIPIENS/RESTUANS,3,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.801179,-87.679447,7
3535,T054,CULEX RESTUANS,15,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.921965,-87.632085,7
3536,T049,CULEX RESTUANS,1,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.896282,-87.655232,7
3537,T049,CULEX PIPIENS/RESTUANS,4,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.896282,-87.655232,7
3538,T048,CULEX RESTUANS,20,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.867108,-87.654224,7
3539,T054,CULEX PIPIENS/RESTUANS,27,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.921965,-87.632085,7
3540,T048,CULEX PIPIENS,2,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.867108,-87.654224,7
3541,T048,CULEX PIPIENS/RESTUANS,52,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.867108,-87.654224,7
3542,T031,CULEX PIPIENS,1,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.801498,-87.763416,7
3543,T031,CULEX PIPIENS/RESTUANS,57,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.801498,-87.763416,7
3544,T031,CULEX RESTUANS,10,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.801498,-87.763416,7
3545,T030,CULEX RESTUANS,3,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.89923,-87.716788,7
3546,T033,CULEX RESTUANS,1,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.906638,-87.701431,7
3547,T043,CULEX RESTUANS,1,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.857402,-87.694991,7
3548,T047,CULEX PIPIENS/RESTUANS,2,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.868142,-87.696269,7
3549,T033,CULEX PIPIENS/RESTUANS,4,0,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375,41.906638,-87.701431,7
3550,T209,CULEX PIPIENS/RESTUANS,19,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.740641,-87.546587,7
3551,T159,CULEX PIPIENS/RESTUANS,130,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.732984,-87.649642,7
3552,T159,CULEX RESTUANS,13,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.732984,-87.649642,7
3553,T160,CULEX PIPIENS/RESTUANS,38,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.903002,-87.68826700000002,7
3554,T160,CULEX RESTUANS,5,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.903002,-87.68826700000002,7
3555,T200,CULEX PIPIENS,2,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.678618,-87.559308,7
3556,T200,CULEX PIPIENS/RESTUANS,56,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.678618,-87.559308,7
3557,T200,CULEX RESTUANS,5,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.678618,-87.559308,7
3558,T209,CULEX RESTUANS,3,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.740641,-87.546587,7
3559,T159,CULEX PIPIENS,1,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.732984,-87.649642,7
3560,T212,CULEX RESTUANS,13,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.680946,-87.535198,7
3561,T221,CULEX PIPIENS/RESTUANS,23,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.659112,-87.53869300000002,7
3562,T221,CULEX RESTUANS,2,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.659112,-87.53869300000002,7
3563,T900,CULEX PIPIENS,4,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.974689,-87.890615,7
3564,T900,CULEX PIPIENS/RESTUANS,96,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.974689,-87.890615,7
3565,T900,CULEX RESTUANS,88,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.974689,-87.890615,7
3566,T903,CULEX PIPIENS,4,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.957799,-87.930995,7
3567,T903,CULEX PIPIENS/RESTUANS,10,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.957799,-87.930995,7
3568,T903,CULEX RESTUANS,10,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.957799,-87.930995,7
3569,T212,CULEX PIPIENS/RESTUANS,45,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.680946,-87.535198,7
3570,T158,CULEX RESTUANS,9,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.682587,-87.707973,7
3571,T160,CULEX PIPIENS,1,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.903002,-87.68826700000002,7
3572,T158,CULEX PIPIENS,3,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.682587,-87.707973,7
3573,T158,CULEX PIPIENS/RESTUANS,18,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.682587,-87.707973,7
3574,T047,CULEX PIPIENS,1,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.868142,-87.696269,7
3575,T047,CULEX RESTUANS,6,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.868142,-87.696269,7
3576,T089,CULEX PIPIENS,2,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.723195,-87.64997,7
3577,T089,CULEX RESTUANS,7,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.723195,-87.64997,7
3578,T094,CULEX PIPIENS,1,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.720848,-87.666014,7
3579,T094,CULEX PIPIENS/RESTUANS,34,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.720848,-87.666014,7
3580,T094,CULEX RESTUANS,1,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.720848,-87.666014,7
3581,T102,CULEX PIPIENS,1,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.750498,-87.605294,7
3582,T102,CULEX PIPIENS/RESTUANS,31,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.750498,-87.605294,7
3583,T089,CULEX PIPIENS/RESTUANS,13,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.723195,-87.64997,7
3584,T115,CULEX PIPIENS,2,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.673408,-87.599862,7
3585,T115,CULEX PIPIENS/RESTUANS,248,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.673408,-87.599862,7
3586,T115,CULEX RESTUANS,19,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.673408,-87.599862,7
3587,T135,CULEX PIPIENS,9,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.662014,-87.72460799999998,7
3588,T135,CULEX PIPIENS/RESTUANS,374,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.662014,-87.72460799999998,7
3589,T138,CULEX PIPIENS/RESTUANS,10,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.72646500000001,-87.585413,7
3590,T138,CULEX RESTUANS,9,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.72646500000001,-87.585413,7
3591,T102,CULEX RESTUANS,2,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.750498,-87.605294,7
3592,T138,CULEX TERRITANS,1,0,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.385,41.72646500000001,-87.585413,7
3593,T145,CULEX PIPIENS/RESTUANS,1,0,53640,70.0,57.5,64.0,10.35,29.5,10.6,1925,431,1.0,-10,53.45788043478261,56.5,0.0, ,0.0,29.18,41.878114,-87.629798,7
3594,T148,CULEX PIPIENS,2,0,53640,70.0,57.5,64.0,10.35,29.5,10.6,1925,431,1.0,-10,53.45788043478261,56.5,0.0, ,0.0,29.18,42.01743,-87.68776899999997,7
3595,T148,CULEX PIPIENS/RESTUANS,10,0,53640,70.0,57.5,64.0,10.35,29.5,10.6,1925,431,1.0,-10,53.45788043478261,56.5,0.0, ,0.0,29.18,42.01743,-87.68776899999997,7
3596,T148,CULEX RESTUANS,7,0,53640,70.0,57.5,64.0,10.35,29.5,10.6,1925,431,1.0,-10,53.45788043478261,56.5,0.0, ,0.0,29.18,42.01743,-87.68776899999997,7
3597,T151,CULEX PIPIENS/RESTUANS,4,0,53640,70.0,57.5,64.0,10.35,29.5,10.6,1925,431,1.0,-10,53.45788043478261,56.5,0.0, ,0.0,29.18,41.916265,-87.800515,7
3598,T152,CULEX PIPIENS/RESTUANS,7,0,53640,70.0,57.5,64.0,10.35,29.5,10.6,1925,431,1.0,-10,53.45788043478261,56.5,0.0, ,0.0,29.18,41.846075,-87.716277,7
3599,T155,CULEX PIPIENS/RESTUANS,4,0,53640,70.0,57.5,64.0,10.35,29.5,10.6,1925,431,1.0,-10,53.45788043478261,56.5,0.0, ,0.0,29.18,41.776156,-87.778927,7
3600,T153,CULEX PIPIENS/RESTUANS,3,0,53640,70.0,57.5,64.0,10.35,29.5,10.6,1925,431,1.0,-10,53.45788043478261,56.5,0.0, ,0.0,29.18,41.907645,-87.760886,7
3601,T153,CULEX RESTUANS,4,0,53640,70.0,57.5,64.0,10.35,29.5,10.6,1925,431,1.0,-10,53.45788043478261,56.5,0.0, ,0.0,29.18,41.907645,-87.760886,7
3602,T155,CULEX RESTUANS,1,0,53640,70.0,57.5,64.0,10.35,29.5,10.6,1925,431,1.0,-10,53.45788043478261,56.5,0.0, ,0.0,29.18,41.776156,-87.778927,7
3603,T158,CULEX PIPIENS,3,0,53640,70.0,57.5,64.0,10.35,29.5,10.6,1925,431,1.0,-10,53.45788043478261,56.5,0.0, ,0.0,29.18,41.682587,-87.707973,7
3604,T158,CULEX PIPIENS/RESTUANS,47,0,53640,70.0,57.5,64.0,10.35,29.5,10.6,1925,431,1.0,-10,53.45788043478261,56.5,0.0, ,0.0,29.18,41.682587,-87.707973,7
3605,T144,CULEX PIPIENS/RESTUANS,14,0,53640,70.0,57.5,64.0,10.35,29.5,10.6,1925,431,1.0,-10,53.45788043478261,56.5,0.0, ,0.0,29.18,41.94016,-87.794896,7
3606,T152,CULEX RESTUANS,3,0,53640,70.0,57.5,64.0,10.35,29.5,10.6,1925,431,1.0,-10,53.45788043478261,56.5,0.0, ,0.0,29.18,41.846075,-87.716277,7
3607,T138,CULEX RESTUANS,6,0,53640,70.0,57.5,64.0,10.35,29.5,10.6,1925,431,1.0,-10,53.45788043478261,56.5,0.0, ,0.0,29.18,41.72646500000001,-87.585413,7
3608,T114,CULEX PIPIENS/RESTUANS,4,0,53640,70.0,57.5,64.0,10.35,29.5,10.6,1925,431,1.0,-10,53.45788043478261,56.5,0.0, ,0.0,29.18,41.798697,-87.736812,7
3609,T138,CULEX PIPIENS,1,0,53640,70.0,57.5,64.0,10.35,29.5,10.6,1925,431,1.0,-10,53.45788043478261,56.5,0.0, ,0.0,29.18,41.72646500000001,-87.585413,7
3610,T094,CULEX RESTUANS,4,0,53640,70.0,57.5,64.0,10.35,29.5,10.6,1925,431,1.0,-10,53.45788043478261,56.5,0.0, ,0.0,29.18,41.720848,-87.666014,7
3611,T095,CULEX PIPIENS/RESTUANS,47,0,53640,70.0,57.5,64.0,10.35,29.5,10.6,1925,431,1.0,-10,53.45788043478261,56.5,0.0, ,0.0,29.18,41.704336,-87.70373599999998,7
3612,T095,CULEX RESTUANS,2,0,53640,70.0,57.5,64.0,10.35,29.5,10.6,1925,431,1.0,-10,53.45788043478261,56.5,0.0, ,0.0,29.18,41.704336,-87.70373599999998,7
3613,T102,CULEX PIPIENS,1,0,53640,70.0,57.5,64.0,10.35,29.5,10.6,1925,431,1.0,-10,53.45788043478261,56.5,0.0, ,0.0,29.18,41.750498,-87.605294,7
3614,T102,CULEX PIPIENS/RESTUANS,25,0,53640,70.0,57.5,64.0,10.35,29.5,10.6,1925,431,1.0,-10,53.45788043478261,56.5,0.0, ,0.0,29.18,41.750498,-87.605294,7
