,Trap,Species,NumMosquitos,WnvPresent,Day_length,Tmax,Tmin,Tavg,ResultSpeed,ResultDir,AvgSpeed,Sunset,Sunrise,Heat,Depart,DewPoint,WetBulb,Cool,CodeSum,PrecipTotal,StnPressure,Latitude,Longitude,Month,Day_length_shift,Tavg_shift,Heat_shift,Cool_shift,Tmax_shift,Tmin_shift,Depart_shift,ResultSpeed_shift,ResultDir_shift,WetBulb_shift
3318,T114,CULEX RESTUANS,5,0,54780,86.0,70.5,78.5,6.4,4.0,8.1,1931,418,0.0,7,53.45788043478261,33.5,13.5, ,0.0,14.6,41.798697,-87.736812,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3319,T115,CULEX PIPIENS,1,0,54780,86.0,70.5,78.5,6.4,4.0,8.1,1931,418,0.0,7,53.45788043478261,33.5,13.5, ,0.0,14.6,41.673408,-87.599862,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3320,T115,CULEX PIPIENS/RESTUANS,1,0,54780,86.0,70.5,78.5,6.4,4.0,8.1,1931,418,0.0,7,53.45788043478261,33.5,13.5, ,0.0,14.6,41.673408,-87.599862,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3321,T115,CULEX RESTUANS,4,0,54780,86.0,70.5,78.5,6.4,4.0,8.1,1931,418,0.0,7,53.45788043478261,33.5,13.5, ,0.0,14.6,41.673408,-87.599862,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3322,T128,CULEX PIPIENS/RESTUANS,3,0,54780,86.0,70.5,78.5,6.4,4.0,8.1,1931,418,0.0,7,53.45788043478261,33.5,13.5, ,0.0,14.6,41.704572,-87.56566600000002,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3323,T128,CULEX RESTUANS,1,0,54780,86.0,70.5,78.5,6.4,4.0,8.1,1931,418,0.0,7,53.45788043478261,33.5,13.5, ,0.0,14.6,41.704572,-87.56566600000002,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3324,T135,CULEX PIPIENS/RESTUANS,4,0,54780,86.0,70.5,78.5,6.4,4.0,8.1,1931,418,0.0,7,53.45788043478261,33.5,13.5, ,0.0,14.6,41.662014,-87.72460799999998,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3325,T135,CULEX RESTUANS,3,0,54780,86.0,70.5,78.5,6.4,4.0,8.1,1931,418,0.0,7,53.45788043478261,33.5,13.5, ,0.0,14.6,41.662014,-87.72460799999998,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3326,T144,CULEX PIPIENS/RESTUANS,15,0,54780,86.0,70.5,78.5,6.4,4.0,8.1,1931,418,0.0,7,53.45788043478261,33.5,13.5, ,0.0,14.6,41.94016,-87.794896,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3327,T144,CULEX RESTUANS,3,0,54780,86.0,70.5,78.5,6.4,4.0,8.1,1931,418,0.0,7,53.45788043478261,33.5,13.5, ,0.0,14.6,41.94016,-87.794896,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3328,T144,CULEX SALINARIUS,1,0,54780,86.0,70.5,78.5,6.4,4.0,8.1,1931,418,0.0,7,53.45788043478261,33.5,13.5, ,0.0,14.6,41.94016,-87.794896,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3329,T144,CULEX TERRITANS,1,0,54780,86.0,70.5,78.5,6.4,4.0,8.1,1931,418,0.0,7,53.45788043478261,33.5,13.5, ,0.0,14.6,41.94016,-87.794896,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3330,T145,CULEX PIPIENS/RESTUANS,1,0,54780,86.0,70.5,78.5,6.4,4.0,8.1,1931,418,0.0,7,53.45788043478261,33.5,13.5, ,0.0,14.6,41.878114000000004,-87.629798,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3331,T145,CULEX RESTUANS,2,0,54780,86.0,70.5,78.5,6.4,4.0,8.1,1931,418,0.0,7,53.45788043478261,33.5,13.5, ,0.0,14.6,41.878114000000004,-87.629798,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3332,T147,CULEX PIPIENS/RESTUANS,2,0,54780,86.0,70.5,78.5,6.4,4.0,8.1,1931,418,0.0,7,53.45788043478261,33.5,13.5, ,0.0,14.6,41.932094,-87.700117,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3333,T147,CULEX RESTUANS,3,0,54780,86.0,70.5,78.5,6.4,4.0,8.1,1931,418,0.0,7,53.45788043478261,33.5,13.5, ,0.0,14.6,41.932094,-87.700117,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3334,T148,CULEX PIPIENS,2,0,54780,86.0,70.5,78.5,6.4,4.0,8.1,1931,418,0.0,7,53.45788043478261,33.5,13.5, ,0.0,14.6,42.01743,-87.68776899999996,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3335,T148,CULEX PIPIENS/RESTUANS,9,0,54780,86.0,70.5,78.5,6.4,4.0,8.1,1931,418,0.0,7,53.45788043478261,33.5,13.5, ,0.0,14.6,42.01743,-87.68776899999996,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3336,T148,CULEX RESTUANS,2,0,54780,86.0,70.5,78.5,6.4,4.0,8.1,1931,418,0.0,7,53.45788043478261,33.5,13.5, ,0.0,14.6,42.01743,-87.68776899999996,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3337,T151,CULEX PIPIENS/RESTUANS,2,0,54780,86.0,70.5,78.5,6.4,4.0,8.1,1931,418,0.0,7,53.45788043478261,33.5,13.5, ,0.0,14.6,41.916265,-87.800515,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3338,T151,CULEX RESTUANS,1,0,54780,86.0,70.5,78.5,6.4,4.0,8.1,1931,418,0.0,7,53.45788043478261,33.5,13.5, ,0.0,14.6,41.916265,-87.800515,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3339,T152,CULEX PIPIENS/RESTUANS,9,0,54780,86.0,70.5,78.5,6.4,4.0,8.1,1931,418,0.0,7,53.45788043478261,33.5,13.5, ,0.0,14.6,41.846075,-87.716277,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3340,T152,CULEX RESTUANS,2,0,54780,86.0,70.5,78.5,6.4,4.0,8.1,1931,418,0.0,7,53.45788043478261,33.5,13.5, ,0.0,14.6,41.846075,-87.716277,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3341,T153,CULEX PIPIENS,2,0,54780,86.0,70.5,78.5,6.4,4.0,8.1,1931,418,0.0,7,53.45788043478261,33.5,13.5, ,0.0,14.6,41.907645,-87.760886,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3342,T153,CULEX PIPIENS/RESTUANS,5,0,54780,86.0,70.5,78.5,6.4,4.0,8.1,1931,418,0.0,7,53.45788043478261,33.5,13.5, ,0.0,14.6,41.907645,-87.760886,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3343,T153,CULEX RESTUANS,10,0,54780,86.0,70.5,78.5,6.4,4.0,8.1,1931,418,0.0,7,53.45788043478261,33.5,13.5, ,0.0,14.6,41.907645,-87.760886,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3344,T155,CULEX RESTUANS,1,0,54780,86.0,70.5,78.5,6.4,4.0,8.1,1931,418,0.0,7,53.45788043478261,33.5,13.5, ,0.0,14.6,41.776156,-87.778927,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3345,T158,CULEX PIPIENS/RESTUANS,4,0,54780,86.0,70.5,78.5,6.4,4.0,8.1,1931,418,0.0,7,53.45788043478261,33.5,13.5, ,0.0,14.6,41.682587,-87.707973,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3346,T158,CULEX RESTUANS,1,0,54780,86.0,70.5,78.5,6.4,4.0,8.1,1931,418,0.0,7,53.45788043478261,33.5,13.5, ,0.0,14.6,41.682587,-87.707973,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3347,T159,CULEX PIPIENS/RESTUANS,9,0,54780,86.0,70.5,78.5,6.4,4.0,8.1,1931,418,0.0,7,53.45788043478261,33.5,13.5, ,0.0,14.6,41.732984,-87.649642,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3348,T220,CULEX PIPIENS/RESTUANS,13,0,54780,86.0,70.5,78.5,6.4,4.0,8.1,1931,418,0.0,7,53.45788043478261,33.5,13.5, ,0.0,14.6,41.963976,-87.69181,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3349,T220,CULEX RESTUANS,12,0,54780,86.0,70.5,78.5,6.4,4.0,8.1,1931,418,0.0,7,53.45788043478261,33.5,13.5, ,0.0,14.6,41.963976,-87.69181,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3350,T102,CULEX RESTUANS,1,0,54720,77.5,64.0,71.0,12.8,30.0,13.4,1931,419,0.0,-1,53.45788043478261,61.0,6.0, ,0.0,28.92,41.750498,-87.605294,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3351,T138,CULEX PIPIENS/RESTUANS,7,0,54720,77.5,64.0,71.0,12.8,30.0,13.4,1931,419,0.0,-1,53.45788043478261,61.0,6.0, ,0.0,28.92,41.72646500000001,-87.585413,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3352,T209,CULEX PIPIENS/RESTUANS,1,0,54720,77.5,64.0,71.0,12.8,30.0,13.4,1931,419,0.0,-1,53.45788043478261,61.0,6.0, ,0.0,28.92,41.740641,-87.546587,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3353,T209,CULEX RESTUANS,3,0,54720,77.5,64.0,71.0,12.8,30.0,13.4,1931,419,0.0,-1,53.45788043478261,61.0,6.0, ,0.0,28.92,41.740641,-87.546587,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3354,T212,CULEX PIPIENS/RESTUANS,1,0,54720,77.5,64.0,71.0,12.8,30.0,13.4,1931,419,0.0,-1,53.45788043478261,61.0,6.0, ,0.0,28.92,41.680946,-87.535198,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3355,T212,CULEX RESTUANS,3,0,54720,77.5,64.0,71.0,12.8,30.0,13.4,1931,419,0.0,-1,53.45788043478261,61.0,6.0, ,0.0,28.92,41.680946,-87.535198,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3356,T221,CULEX PIPIENS/RESTUANS,2,0,54720,77.5,64.0,71.0,12.8,30.0,13.4,1931,419,0.0,-1,53.45788043478261,61.0,6.0, ,0.0,28.92,41.659112,-87.53869300000002,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3357,T900,CULEX PIPIENS,6,0,54720,77.5,64.0,71.0,12.8,30.0,13.4,1931,419,0.0,-1,53.45788043478261,61.0,6.0, ,0.0,28.92,41.974689,-87.890615,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3358,T900,CULEX PIPIENS/RESTUANS,836,0,54720,77.5,64.0,71.0,12.8,30.0,13.4,1931,419,0.0,-1,53.45788043478261,61.0,6.0, ,0.0,28.92,41.974689,-87.890615,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3359,T900,CULEX RESTUANS,36,0,54720,77.5,64.0,71.0,12.8,30.0,13.4,1931,419,0.0,-1,53.45788043478261,61.0,6.0, ,0.0,28.92,41.974689,-87.890615,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3360,T903,CULEX PIPIENS/RESTUANS,7,0,54720,77.5,64.0,71.0,12.8,30.0,13.4,1931,419,0.0,-1,53.45788043478261,61.0,6.0, ,0.0,28.92,41.957799,-87.930995,6,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3361,T002,CULEX PIPIENS,1,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.95469,-87.800991,7,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3362,T002,CULEX PIPIENS/RESTUANS,3,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.95469,-87.800991,7,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3363,T002,CULEX RESTUANS,12,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.95469,-87.800991,7,54780.0,78.5,0.0,13.5,86.0,70.5,7.0,6.400000000000004,4.0,33.5
3364,T003,CULEX RESTUANS,13,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.964242,-87.757639,7,54780.0,76.0,0.0,6.0,83.16666666666667,68.33333333333333,4.333333333333333,6.400000000000004,4.0,42.666666666666664
3365,T008,CULEX PIPIENS/RESTUANS,2,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,42.008314,-87.77792099999998,7,54780.0,73.5,0.0,6.0,80.33333333333333,66.16666666666667,1.6666666666666667,6.400000000000004,4.0,51.833333333333336
3366,T009,CULEX RESTUANS,9,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.98196400000001,-87.812827,7,54780.0,71.0,0.0,6.0,77.5,64.0,-1.0,6.400000000000004,4.0,61.0
3367,T009,CULEX RESTUANS,9,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.99247800000001,-87.862995,7,54780.0,71.0,0.0,6.0,77.5,64.0,-1.0,6.400000000000004,4.0,61.0
3368,T011,CULEX PIPIENS/RESTUANS,5,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.944869,-87.832763,7,54780.0,71.0,0.0,6.0,77.5,64.0,-1.0,6.400000000000004,4.0,61.0
3369,T011,CULEX RESTUANS,10,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.944869,-87.832763,7,54780.0,71.0,0.0,6.0,77.5,64.0,-1.0,6.400000000000004,4.0,61.0
3370,T012,CULEX PIPIENS/RESTUANS,5,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.991429,-87.747113,7,54780.0,71.0,0.0,6.0,77.5,64.0,-1.0,6.400000000000004,4.0,61.0
3371,T012,CULEX RESTUANS,5,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.991429,-87.747113,7,54780.0,71.0,0.0,6.0,77.5,64.0,-1.0,12.800000000000002,30.0,61.0
3372,T016,CULEX PIPIENS/RESTUANS,6,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,42.011601,-87.81150600000002,7,54780.0,71.0,0.0,6.0,77.5,64.0,-1.0,12.8,30.0,61.0
3373,T016,CULEX RESTUANS,16,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,42.011601,-87.81150600000002,7,54780.0,71.0,0.0,6.0,77.5,64.0,-1.0,12.8,30.0,61.0
3374,T017,CULEX PIPIENS,1,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.960615999999995,-87.777189,7,54780.0,71.0,0.0,6.0,77.5,64.0,-1.0,12.8,30.0,61.0
3375,T017,CULEX PIPIENS/RESTUANS,3,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.960615999999995,-87.777189,7,54780.0,71.83333333333333,0.0,8.5,80.16666666666667,63.166666666666664,-0.3333333333333333,12.8,30.0,61.5
3376,T017,CULEX SALINARIUS,1,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.960615999999995,-87.777189,7,54780.0,72.66666666666667,0.0,8.5,82.83333333333333,62.333333333333336,0.3333333333333333,12.8,30.0,62.0
3377,T028,CULEX PIPIENS/RESTUANS,14,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.986921,-87.689778,7,54780.0,73.5,0.0,8.5,85.5,61.5,1.0,12.8,30.0,62.5
3378,T028,CULEX RESTUANS,7,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.986921,-87.689778,7,54760.0,73.5,0.0,8.5,85.5,61.5,1.0,12.8,30.0,62.5
3379,T030,CULEX PIPIENS/RESTUANS,4,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.899229999999996,-87.716788,7,54740.0,73.5,0.0,8.5,85.5,61.5,1.0,12.8,30.0,62.5
3380,T031,CULEX PIPIENS/RESTUANS,7,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.801497999999995,-87.763416,7,54720.0,73.5,0.0,8.5,85.5,61.5,1.0,12.8,30.0,62.5
3381,T031,CULEX RESTUANS,2,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.801497999999995,-87.763416,7,54720.0,73.5,0.0,8.5,85.5,61.5,1.0,12.8,30.0,62.5
3382,T039,CULEX PIPIENS/RESTUANS,1,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.911823999999996,-87.726737,7,54720.0,73.5,0.0,8.5,85.5,61.5,1.0,5.849999999999998,30.5,62.5
3383,T046,CULEX PIPIENS,1,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.891118,-87.65449100000002,7,54720.0,73.5,0.0,8.5,85.5,61.5,1.0,5.849999999999998,30.5,62.5
3384,T046,CULEX PIPIENS/RESTUANS,3,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.891118,-87.65449100000002,7,54720.0,73.5,0.0,8.5,85.5,61.5,1.0,5.849999999999998,30.5,62.5
3385,T046,CULEX RESTUANS,3,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.891118,-87.65449100000002,7,54720.0,73.5,0.0,8.5,85.5,61.5,1.0,5.849999999999998,30.5,62.5
3386,T047,CULEX PIPIENS/RESTUANS,8,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.868142,-87.696269,7,54720.0,73.5,0.0,8.5,85.5,61.5,1.0,5.849999999999998,30.5,62.5
3387,T047,CULEX RESTUANS,2,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.868142,-87.696269,7,54720.0,73.5,0.0,8.5,85.5,61.5,1.0,5.849999999999998,30.5,62.5
3388,T048,CULEX PIPIENS,3,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.867108,-87.654224,7,54720.0,73.5,0.0,8.5,85.5,61.5,1.0,5.849999999999998,30.5,62.5
3389,T048,CULEX PIPIENS/RESTUANS,49,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.867108,-87.654224,7,54620.0,73.5,0.0,8.5,85.5,61.5,1.0,5.849999999999998,30.5,62.5
3390,T048,CULEX RESTUANS,18,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.867108,-87.654224,7,54520.0,73.5,0.0,8.5,85.5,61.5,1.0,5.849999999999998,30.5,62.5
3391,T049,CULEX PIPIENS/RESTUANS,2,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.896282,-87.655232,7,54420.0,73.5,0.0,8.5,85.5,61.5,1.0,5.849999999999998,30.5,62.5
3392,T049,CULEX RESTUANS,3,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.896282,-87.655232,7,54420.0,73.5,0.0,8.5,85.5,61.5,1.0,5.849999999999998,30.5,62.5
3393,T054,CULEX PIPIENS/RESTUANS,14,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.921965,-87.632085,7,54420.0,73.5,0.0,8.5,85.5,61.5,1.0,5.849999999999998,30.5,62.5
3394,T054,CULEX RESTUANS,3,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.921965,-87.632085,7,54420.0,73.5,0.0,8.5,85.5,61.5,1.0,5.849999999999998,30.5,62.5
3395,T061,CULEX PIPIENS/RESTUANS,2,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.801179,-87.679447,7,54420.0,73.5,0.0,8.5,85.5,61.5,1.0,5.849999999999998,30.5,62.5
3396,T061,CULEX RESTUANS,2,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.801179,-87.679447,7,54420.0,73.5,0.0,8.5,85.5,61.5,1.0,5.849999999999998,30.5,62.5
3397,T062,CULEX PIPIENS/RESTUANS,1,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.800737,-87.71188000000002,7,54420.0,73.5,0.0,8.5,85.5,61.5,1.0,5.849999999999998,30.5,62.5
3398,T063,CULEX PIPIENS/RESTUANS,12,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.82561,-87.726549,7,54420.0,73.5,0.0,8.5,85.5,61.5,1.0,5.849999999999998,30.5,62.5
3399,T065,CULEX RESTUANS,1,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.778296999999995,-87.752411,7,54420.0,73.5,0.0,8.5,85.5,61.5,1.0,5.849999999999998,30.5,62.5
3400,T066,CULEX PIPIENS/RESTUANS,10,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.77166,-87.703047,7,54420.0,73.5,0.0,8.5,85.5,61.5,1.0,5.849999999999998,30.5,62.5
3401,T066,CULEX RESTUANS,5,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.77166,-87.703047,7,54420.0,73.5,0.0,8.5,85.5,61.5,1.0,5.849999999999998,30.5,62.5
3402,T069,CULEX PIPIENS/RESTUANS,3,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.768388,-87.678649,7,54420.0,73.5,0.0,8.5,85.5,61.5,1.0,5.849999999999998,30.5,62.5
3403,T074,CULEX PIPIENS,3,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.822536,-87.66634300000004,7,54420.0,73.5,0.0,8.5,85.5,61.5,1.0,5.849999999999998,30.5,62.5
3404,T074,CULEX PIPIENS/RESTUANS,7,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.822536,-87.66634300000004,7,54420.0,73.5,0.0,8.5,85.5,61.5,1.0,5.849999999999998,30.5,62.5
3405,T074,CULEX RESTUANS,6,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.822536,-87.66634300000004,7,54420.0,73.5,0.0,8.5,85.5,61.5,1.0,5.849999999999998,30.5,62.5
3406,T079,CULEX PIPIENS/RESTUANS,1,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.766202,-87.562889,7,54420.0,73.5,0.0,8.5,85.5,61.5,1.0,5.849999999999998,30.5,62.5
3407,T080,CULEX PIPIENS/RESTUANS,1,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.754676,-87.612922,7,54420.0,73.5,0.0,8.5,85.5,61.5,1.0,5.849999999999998,30.5,62.5
3408,T081,CULEX RESTUANS,1,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.821582,-87.62779599999998,7,54420.0,73.5,0.0,8.5,85.5,61.5,1.0,5.849999999999998,30.5,62.5
3409,T082,CULEX PIPIENS,1,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.803422999999995,-87.642984,7,54420.0,73.5,0.0,8.5,85.5,61.5,1.0,5.849999999999998,30.5,62.5
3410,T082,CULEX PIPIENS/RESTUANS,4,0,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17,41.803422999999995,-87.642984,7,54420.0,73.5,0.0,8.5,85.5,61.5,1.0,5.849999999999998,30.5,62.5
