,Trap,Species,NumMosquitos,WnvPresent,Day_length,Tmax,Tmin,Tavg,ResultSpeed,ResultDir,AvgSpeed,Sunset,Heat,Depart,DewPoint,Cool,CodeSum,PrecipTotal,StnPressure,Latitude,Longitude,Month,Day_length_exp,Tavg_shift,Heat_exp,Cool_shift,Tmax_shift,Tmin_shift,Depart_shift,ResultSpeed_shift,ResultDir_exp,PrecipTotal_exp
5192,T223,CULEX PIPIENS/RESTUANS,22,0,54120,89.0,70.5,80.0,5.4,24.5,8.25,1928,0.0,7,53.45788043478261,15.0,HZ,0.26,29.15,41.973845000000004,-87.805059,7,50392.16637781629,80.0,0.9987483150394763,15.0,89.0,70.5,7.0,5.400000000000004,17.461775466974775,0.18620739456961227
5193,T223,CULEX RESTUANS,41,0,54120,89.0,70.5,80.0,5.4,24.5,8.25,1928,0.0,7,53.45788043478261,15.0,HZ,0.26,29.15,41.973845000000004,-87.805059,7,50392.88409703504,80.0,0.9985560261840585,15.0,89.0,70.5,7.0,5.400000000000004,17.46313053523296,0.18622160184828582
5194,T224,CULEX PIPIENS/RESTUANS,9,0,54120,89.0,70.5,80.0,5.4,24.5,8.25,1928,0.0,7,53.45788043478261,15.0,HZ,0.26,29.15,41.94722700000001,-87.67145699999998,7,50393.601539942254,80.0,0.9983638113570741,15.0,89.0,70.5,7.0,5.400000000000004,17.464485081809432,0.18623580365736217
5195,T224,CULEX RESTUANS,3,0,54120,89.0,70.5,80.0,5.4,24.5,8.25,1928,0.0,7,53.45788043478261,15.0,HZ,0.26,29.15,41.94722700000001,-87.67145699999998,7,50394.31870669746,80.0,0.9981716705157814,15.0,89.0,70.5,7.0,5.400000000000004,17.46583910700539,0.18624999999999933
5196,T225,CULEX PIPIENS/RESTUANS,1,0,54120,89.0,70.5,80.0,5.4,24.5,8.25,1928,0.0,7,53.45788043478261,15.0,HZ,0.26,29.15,41.743402,-87.731435,7,50395.035597460075,80.0,0.9979796036174716,15.0,89.0,70.5,7.0,5.400000000000004,17.467192611121803,0.18626419087935278
5197,T225,CULEX RESTUANS,9,0,54120,89.0,70.5,80.0,5.4,24.5,8.25,1928,0.0,7,53.45788043478261,15.0,HZ,0.26,29.15,41.743402,-87.731435,7,50395.75221238938,80.0,0.9977876106194691,15.0,89.0,70.5,7.0,5.400000000000004,17.468545594459407,0.1862783762985757
5198,T225,CULEX SALINARIUS,1,0,54120,89.0,70.5,80.0,5.4,24.5,8.25,1928,0.0,7,53.45788043478261,15.0,HZ,0.26,29.15,41.743402,-87.731435,7,50396.468551644546,80.0,0.9975956914791306,15.0,89.0,70.5,7.0,5.400000000000004,17.469898057318716,0.1862925562608187
5199,T226,CULEX PIPIENS/RESTUANS,4,0,54120,89.0,70.5,80.0,5.4,24.5,8.25,1928,0.0,7,53.45788043478261,15.0,HZ,0.26,29.15,41.793818,-87.654234,7,50397.18461538461,80.0,0.9974038461538461,15.0,89.0,70.5,7.0,5.400000000000004,17.47125,0.18630673076923007
5200,T226,CULEX RESTUANS,28,0,54120,89.0,70.5,80.0,5.4,24.5,8.25,1928,0.0,7,53.45788043478261,15.0,HZ,0.26,29.15,41.793818,-87.654234,7,50397.90040376851,80.0,0.9972120746010382,15.0,89.0,70.5,7.0,5.400000000000004,17.472601422803308,0.18632089982695565
5201,T226,CULEX TERRITANS,2,0,54120,89.0,70.5,80.0,5.4,24.5,8.25,1928,0.0,7,53.45788043478261,15.0,HZ,0.26,29.15,41.793818,-87.654234,7,50398.615916955016,80.0,0.9970203767781622,15.0,89.0,70.5,7.0,5.400000000000004,17.47395232602845,0.18633506343713888
5202,T227,CULEX RESTUANS,4,0,54120,89.0,70.5,80.0,5.4,24.5,8.25,1928,0.0,7,53.45788043478261,15.0,HZ,0.26,29.15,41.728495,-87.60096300000002,7,50399.331155102824,80.0,0.9968287526427061,15.0,89.0,70.5,7.0,5.400000000000004,17.475302709975015,0.1863492216029207
5203,T228,CULEX PIPIENS/RESTUANS,1,0,54120,89.0,70.5,80.0,5.4,24.5,8.25,1928,0.0,7,53.45788043478261,15.0,HZ,0.26,29.15,41.951865999999995,-87.72505699999998,7,50400.04611837048,80.0,0.9966372021521906,15.0,89.0,70.5,7.0,5.400000000000004,17.476652574942353,0.18636337432743974
5204,T228,CULEX RESTUANS,4,0,54120,89.0,70.5,80.0,5.4,24.5,8.25,1928,0.0,7,53.45788043478261,15.0,HZ,0.26,29.15,41.951865999999995,-87.72505699999998,7,50400.76080691643,80.0,0.9964457252641691,15.0,89.0,70.5,7.0,5.400000000000004,17.478001921229588,0.18637752161383217
5205,T230,CULEX PIPIENS/RESTUANS,3,0,54120,89.0,70.5,80.0,5.4,24.5,8.25,1928,0.0,7,53.45788043478261,15.0,HZ,0.26,29.15,41.904194,-87.756155,7,50401.47522089896,80.0,0.9962543219362274,15.0,89.0,70.5,7.0,5.400000000000004,17.479350749135612,0.18639166346523173
5206,T230,CULEX RESTUANS,4,0,54120,89.0,70.5,80.0,5.4,24.5,8.25,1928,0.0,7,53.45788043478261,15.0,HZ,0.26,29.15,41.904194,-87.756155,7,50402.18936047628,80.0,0.9960629921259843,15.0,89.0,70.5,7.0,5.400000000000004,17.480699058959093,0.1864057998847698
5207,T231,CULEX PIPIENS/RESTUANS,1,0,54120,89.0,70.5,80.0,5.4,24.5,8.25,1928,0.0,7,53.45788043478261,15.0,HZ,0.26,29.15,41.98728,-87.666066,7,50402.903225806454,80.0,0.9958717357910907,15.0,89.0,70.5,7.0,5.400000000000004,17.482046850998465,0.18641993087557535
5208,T231,CULEX RESTUANS,2,0,54120,89.0,70.5,80.0,5.4,24.5,8.25,1928,0.0,7,53.45788043478261,15.0,HZ,0.26,29.15,41.98728,-87.666066,7,50403.61681704742,80.0,0.9956805528892302,15.0,89.0,70.5,7.0,5.400000000000004,17.48339412555193,0.18643405644077488
5209,T232,CULEX PIPIENS/RESTUANS,9,0,54120,89.0,70.5,80.0,5.4,24.5,8.25,1928,0.0,7,53.45788043478261,15.0,HZ,0.26,29.15,41.912563,-87.66805500000002,7,50404.330134357006,80.0,0.995489443378119,15.0,89.0,70.5,7.0,5.400000000000004,17.484740882917468,0.18644817658349258
5210,T232,CULEX RESTUANS,11,0,54120,89.0,70.5,80.0,5.4,24.5,8.25,1928,0.0,7,53.45788043478261,15.0,HZ,0.26,29.15,41.912563,-87.66805500000002,7,50405.04317789292,80.0,0.9952984072155057,15.0,89.0,70.5,7.0,5.400000000000004,17.486087123392824,0.1864622913068502
5211,T235,CULEX RESTUANS,8,0,54120,89.0,70.5,80.0,5.4,24.5,8.25,1928,0.0,7,53.45788043478261,15.0,HZ,0.26,29.15,41.776428,-87.627096,7,50405.75594781274,80.0,0.9951074443591711,15.0,89.0,70.5,7.0,5.400000000000004,17.487432847275517,0.18647640061396706
5212,T900,CULEX PIPIENS,2,0,54120,89.0,70.5,80.0,5.4,24.5,8.25,1928,0.0,7,53.45788043478261,15.0,HZ,0.26,29.15,41.974689,-87.890615,7,50406.46844427393,80.0,0.9949165547669289,15.0,89.0,70.5,7.0,5.400000000000004,17.48877805486284,0.18649050450796015
5213,T900,CULEX PIPIENS/RESTUANS,217,0,54120,89.0,70.5,80.0,5.4,24.5,8.25,1928,0.0,7,53.45788043478261,15.0,HZ,0.26,29.15,41.974689,-87.890615,7,50407.18066743383,80.0,0.9947257383966245,15.0,89.0,70.5,7.0,5.400000000000004,17.49012274645186,0.18650460299194405
5214,T900,CULEX RESTUANS,288,0,54120,89.0,70.5,80.0,5.4,24.5,8.25,1928,0.0,7,53.45788043478261,15.0,HZ,0.26,29.15,41.974689,-87.890615,7,50407.89261744967,80.0,0.9945349952061362,15.0,89.0,70.5,7.0,5.400000000000004,17.491466922339406,0.18651869606903093
5215,T903,CULEX PIPIENS/RESTUANS,42,0,54120,89.0,70.5,80.0,5.4,24.5,8.25,1928,0.0,7,53.45788043478261,15.0,HZ,0.26,29.15,41.957799,-87.930995,7,50408.60429447853,80.0,0.9943443251533742,15.0,89.0,70.5,7.0,5.400000000000004,17.492810582822084,0.18653278374233057
5216,T903,CULEX RESTUANS,103,0,54120,89.0,70.5,80.0,5.4,24.5,8.25,1928,0.0,7,53.45788043478261,15.0,HZ,0.26,29.15,41.957799,-87.930995,7,50409.3156986774,80.0,0.9941537281962813,15.0,89.0,70.5,7.0,5.400000000000004,17.49415372819628,0.1865468660149504
5217,T002,CULEX PIPIENS/RESTUANS,37,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.95469,-87.800991,7,50409.9693369107,80.0,0.9939632042928325,15.0,89.0,70.5,7.0,5.400000000000004,17.492621694135686,0.1865111153698728
5218,T002,CULEX RESTUANS,17,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.95469,-87.800991,7,50410.622724659894,80.0,0.9937727534010347,15.0,89.0,70.5,7.0,5.400000000000004,17.491090247173787,0.1864753784249849
5219,T003,CULEX PIPIENS,1,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.964242,-87.757639,7,50411.275862068964,80.0,0.9935823754789272,15.0,89.0,70.5,7.0,5.400000000000004,17.48955938697318,0.1864396551724131
5220,T003,CULEX PIPIENS/RESTUANS,91,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.964242,-87.757639,7,50411.928749281746,80.0,0.9933920704845814,15.0,89.0,70.5,7.0,5.400000000000004,17.488029113196706,0.18640394560428966
5221,T003,CULEX RESTUANS,12,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.964242,-87.757639,7,50412.581386441976,80.0,0.9932018383761011,15.0,89.0,70.5,7.0,5.400000000000004,17.486499425507468,0.186368249712753
5222,T008,CULEX PIPIENS/RESTUANS,100,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,42.008314,-87.77792099999998,7,50413.23377369328,80.0,0.9930116791116217,15.0,89.0,70.5,7.0,5.400000000000004,17.48497032356883,0.1863325674899476
5223,T008,CULEX RESTUANS,31,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,42.008314,-87.77792099999998,7,50413.885911179175,80.0,0.9928215926493109,15.0,89.0,70.5,7.0,5.400000000000004,17.48344180704441,0.18629689892802379
5224,T009,CULEX PIPIENS/RESTUANS,1,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.98196400000001,-87.812827,7,50414.537799043064,79.0,0.9926315789473684,14.0,86.5,70.5,5.0,5.400000000000004,17.481913875598085,0.18626124401913804
5225,T009,CULEX PIPIENS/RESTUANS,1,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.99247800000001,-87.862995,7,50415.18943742824,79.0,0.9924416379640261,14.0,86.5,70.5,5.0,5.400000000000004,17.48038652889399,0.1862256027554528
5226,T009,CULEX RESTUANS,1,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.98196400000001,-87.812827,7,50415.84082647791,79.0,0.9922517696575474,14.0,86.5,70.5,5.0,5.400000000000004,17.478859766596518,0.18618997512913646
5227,T009,CULEX RESTUANS,1,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.99247800000001,-87.862995,7,50416.49196633512,79.0,0.992061973986228,14.0,86.5,70.5,5.0,5.400000000000004,17.477333588370314,0.18615436113236347
5228,T011,CULEX PIPIENS,3,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.944869,-87.832763,7,50417.142857142855,79.0,0.9918722509083955,14.0,86.5,70.5,5.0,5.400000000000004,17.475807993880284,0.18611876075731426
5229,T011,CULEX PIPIENS/RESTUANS,62,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.944869,-87.832763,7,50417.793499043975,79.0,0.9916826003824092,14.0,86.5,70.5,5.0,5.400000000000004,17.474282982791586,0.1860831739961752
5230,T011,CULEX RESTUANS,9,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.944869,-87.832763,7,50418.443892181225,79.0,0.9914930223666603,14.0,86.5,70.5,5.0,5.400000000000004,17.472758554769644,0.18604760084113864
5231,T012,CULEX PIPIENS/RESTUANS,2,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.991429,-87.747113,7,50419.09403669725,79.0,0.9913035168195719,14.0,86.5,70.5,5.0,5.400000000000004,17.47123470948012,0.18601204128440296
5232,T013,CULEX PIPIENS/RESTUANS,5,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.923738,-87.785288,7,50419.74393273457,79.0,0.9911140836995987,14.0,86.5,70.5,5.0,5.400000000000004,17.469711446588956,0.18597649531817242
5233,T017,CULEX PIPIENS/RESTUANS,2,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.960615999999995,-87.777189,7,50420.393580435615,79.0,0.9909247229652274,14.0,86.5,70.5,5.0,5.400000000000004,17.468188765762324,0.18594096293465728
5234,T017,CULEX RESTUANS,1,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.960615999999995,-87.777189,7,50421.04297994269,79.0,0.9907354345749761,14.0,86.5,70.5,5.0,5.400000000000004,17.466666666666665,0.1859054441260738
5235,T018,CULEX RESTUANS,1,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,42.010412,-87.66214000000002,7,50421.69213139801,79.0,0.990546218487395,14.0,86.5,70.5,5.0,5.400000000000004,17.465145148968677,0.18586993888464406
5236,T027,CULEX PIPIENS/RESTUANS,6,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.98480900000001,-87.728492,7,50422.34103494367,79.0,0.9903570746610655,14.0,86.5,70.5,5.0,5.400000000000004,17.463624212335308,0.1858344472025962
5237,T027,CULEX RESTUANS,7,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.98480900000001,-87.728492,7,50422.989690721646,79.0,0.990168003054601,14.0,86.5,70.5,5.0,5.400000000000004,17.462103856433753,0.18579896907216423
5238,T027,CULEX TERRITANS,1,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.98480900000001,-87.728492,7,50423.63809887383,79.0,0.9899790036266463,14.0,86.5,70.5,5.0,5.400000000000004,17.460584080931476,0.18576350448558815
5239,T028,CULEX RESTUANS,1,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.986921,-87.689778,7,50424.28625954199,79.0,0.9897900763358779,14.0,86.5,70.5,5.0,5.400000000000004,17.459064885496183,0.18572805343511378
5240,T030,CULEX PIPIENS/RESTUANS,4,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.899229999999996,-87.716788,7,50424.934172867775,79.0,0.9896012211410036,14.0,86.5,70.5,5.0,5.400000000000004,17.45754626979584,0.185692615912993
5241,T030,CULEX RESTUANS,2,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.899229999999996,-87.716788,7,50425.58183899275,79.0,0.9894124380007631,14.0,86.5,70.5,5.0,5.400000000000004,17.456028233498664,0.18565719191148344
5242,T031,CULEX PIPIENS/RESTUANS,35,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.801497999999995,-87.763416,7,50426.22925805837,79.0,0.9892237268739271,14.0,86.5,70.5,5.0,5.400000000000004,17.454510776273125,0.1856217814228488
5243,T031,CULEX RESTUANS,6,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.801497999999995,-87.763416,7,50426.87643020595,79.0,0.9890350877192983,14.0,86.5,70.5,5.0,5.400000000000004,17.452993897787948,0.18558638443935857
5244,T033,CULEX PIPIENS/RESTUANS,4,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.906638,-87.701431,7,50427.52335557674,79.0,0.9888465204957102,14.0,86.5,70.5,5.0,5.400000000000004,17.451477597712106,0.18555100095328814
5245,T033,CULEX RESTUANS,1,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.906638,-87.701431,7,50428.17003431186,79.0,0.9886580251620282,14.0,86.5,70.5,5.0,5.800000000000006,17.44996187571483,0.18551563095691884
5246,T035,CULEX RESTUANS,2,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.836644,-87.677737,7,50428.816466552315,79.0,0.9884696016771488,14.0,86.5,70.5,5.0,5.800000000000006,17.448446731465598,0.1854802744425379
5247,T035,CULEX RESTUANS,2,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.763733,-87.742302,7,50429.462652439026,79.0,0.98828125,14.0,86.5,70.5,5.0,5.800000000000006,17.446932164634145,0.1854449314024383
5248,T039,CULEX PIPIENS/RESTUANS,1,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.911823999999996,-87.726737,7,50430.10859211278,79.0,0.9880929700895409,14.0,86.5,70.5,5.0,5.800000000000006,17.445418174890456,0.18540960182891908
5249,T046,CULEX PIPIENS/RESTUANS,1,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.891118,-87.65449100000002,7,50430.75428571428,79.0,0.987904761904762,14.0,86.5,70.5,5.0,5.800000000000006,17.44390476190476,0.185374285714285
5250,T047,CULEX PIPIENS,4,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.868142,-87.696269,7,50431.39973338412,79.0,0.9877166254046849,14.0,86.5,70.5,5.0,5.800000000000006,17.442391925347554,0.18533898305084676
5251,T047,CULEX PIPIENS/RESTUANS,6,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.868142,-87.696269,7,50432.044935262755,79.0,0.9875285605483626,14.0,86.5,70.5,5.0,5.800000000000006,17.440879664889565,0.18530369383092085
5252,T047,CULEX RESTUANS,4,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.868142,-87.696269,7,50432.689891490576,79.0,0.9873405672948791,14.0,86.5,70.5,5.0,5.800000000000006,17.43936798020179,0.18526841804682967
5253,T048,CULEX PIPIENS/RESTUANS,65,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.867108,-87.654224,7,50433.33460220784,79.0,0.9871526456033498,14.0,86.5,70.5,5.0,5.800000000000006,17.437856870955464,0.18523315569090146
5254,T048,CULEX RESTUANS,2,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.867108,-87.654224,7,50433.97906755471,79.0,0.986964795432921,14.0,86.5,70.5,5.0,5.800000000000006,17.436346336822073,0.18519790675547027
5255,T049,CULEX PIPIENS/RESTUANS,2,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.896282,-87.655232,7,50434.62328767123,79.0,0.9867770167427702,14.0,86.5,70.5,5.0,5.800000000000006,17.434836377473363,0.185162671232876
5256,T054,CULEX PIPIENS/RESTUANS,11,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.921965,-87.632085,7,50435.26726269736,79.0,0.9865893094921058,14.0,86.5,70.5,5.0,5.800000000000006,17.43332699258132,0.1851274491154644
5257,T054,CULEX RESTUANS,17,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.921965,-87.632085,7,50435.910992772915,79.0,0.9864016736401674,14.0,86.5,70.5,5.0,5.800000000000006,17.431818181818183,0.18509224039558697
5258,T061,CULEX PIPIENS,3,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.801179,-87.679447,7,50436.55447803765,79.0,0.9862141091462255,14.0,86.5,70.5,5.0,5.800000000000006,17.430309944856436,0.1850570450656011
5259,T061,CULEX PIPIENS/RESTUANS,5,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.801179,-87.679447,7,50437.19771863118,79.0,0.9860266159695817,14.0,86.5,70.5,5.0,5.800000000000006,17.42880228136882,0.18502186311787003
5260,T061,CULEX RESTUANS,9,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.801179,-87.679447,7,50437.840714693026,79.0,0.9858391940695685,14.0,86.5,70.5,5.0,5.800000000000006,17.42729519102832,0.18498669454476266
5261,T062,CULEX PIPIENS/RESTUANS,6,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.800737,-87.71188000000002,7,50438.4834663626,79.0,0.9856518434055492,14.0,86.5,70.5,5.0,5.800000000000006,17.425788673508173,0.1849515393386538
5262,T063,CULEX PIPIENS/RESTUANS,3,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.82561,-87.726549,7,50439.12597377921,79.0,0.9854645639369181,14.0,86.5,70.5,5.0,5.800000000000006,17.424282728481856,0.18491639749192404
5263,T063,CULEX RESTUANS,1,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.82561,-87.726549,7,50439.76823708207,79.0,0.9852773556231003,14.0,86.5,70.5,5.0,5.800000000000006,17.4227773556231,0.18488126899695978
5264,T065,CULEX PIPIENS/RESTUANS,21,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.778296999999995,-87.752411,7,50440.41025641026,79.0,0.9850902184235517,14.0,86.5,70.5,5.0,5.800000000000006,17.42127255460589,0.18484615384615313
5265,T065,CULEX RESTUANS,3,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.778296999999995,-87.752411,7,50441.05203190277,79.0,0.9849031522977592,14.0,86.5,70.5,5.0,5.800000000000006,17.419768325104442,0.18481105203190207
5266,T066,CULEX PIPIENS/RESTUANS,7,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.77166,-87.703047,7,50441.6935636985,79.0,0.9847161572052402,14.0,86.5,70.5,5.0,5.800000000000006,17.41826466679324,0.18477596354661027
5267,T066,CULEX TERRITANS,1,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.77166,-87.703047,7,50442.33485193622,79.0,0.9845292331055429,14.0,86.5,70.5,5.0,5.800000000000006,17.416761579347,0.1847408883826872
5268,T073,CULEX PIPIENS,2,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.773215,-87.60088,7,50442.9758967546,79.0,0.9843423799582464,14.0,86.5,70.5,5.0,5.800000000000006,17.41525906244069,0.18470582653254816
5269,T073,CULEX PIPIENS/RESTUANS,14,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.773215,-87.60088,7,50443.61669829222,79.0,0.9841555977229601,14.0,86.5,70.5,5.0,5.800000000000006,17.413757115749526,0.1846707779886141
5270,T073,CULEX RESTUANS,18,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.773215,-87.60088,7,50444.25725668754,79.0,0.9839688863593246,14.0,86.5,70.5,5.0,5.800000000000006,17.412255738948964,0.18463574274331176
5271,T074,CULEX RESTUANS,2,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.822536,-87.66634300000004,7,50444.89757207891,79.0,0.9837822458270106,14.0,86.5,70.5,5.0,5.800000000000006,17.41075493171472,0.18460072078907364
5272,T079,CULEX PIPIENS,1,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.766202,-87.562889,7,50445.53764460459,79.0,0.9835956760857197,14.0,86.5,70.5,5.0,5.800000000000006,17.409254693722737,0.184565712118338
5273,T079,CULEX PIPIENS/RESTUANS,1,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.766202,-87.562889,7,50446.17747440273,79.0,0.9834091770951839,14.0,86.5,70.5,5.0,5.800000000000006,17.407755024649223,0.1845307167235488
5274,T079,CULEX RESTUANS,2,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.766202,-87.562889,7,50446.81706161137,79.0,0.9832227488151659,14.0,86.5,70.5,5.0,5.800000000000006,17.406255924170615,0.18449573459715568
5275,T080,CULEX PIPIENS/RESTUANS,1,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.754676,-87.612922,7,50447.45640636846,79.0,0.9830363912054587,14.0,86.5,70.5,5.0,5.800000000000006,17.40475739196361,0.18446076573161416
5276,T080,CULEX RESTUANS,6,0,53820,86.5,70.5,79.0,5.8000000000000025,9.5,6.75,1926,0.0,5,53.45788043478261,14.0, ,0.0,29.3,41.754676,-87.612922,7,50448.09550881183,79.0,0.9828501042258859,14.0,86.5,70.5,5.0,5.800000000000006,17.403259427705134,0.1844258101193853
