,Date,Day_length,Tmax,Tmin,Tavg,ResultSpeed,ResultDir,AvgSpeed,Sunset,Sunrise,Heat,Depart,DewPoint,WetBulb,Cool,CodeSum,PrecipTotal,StnPressure
353,2008-10-17,39660,56.5,43.5,50.0,6.0,36.0,7.2,1707,606,15.0,-2,53.45788043478261,45.0,0.0, ,0.0,29.560000000000002
354,2008-10-18,39540,60.0,44.5,52.5,2.25,7.0,5.699999999999999,1706,607,12.5,1,53.45788043478261,46.0,0.0,RA BR,0.095,29.615
355,2008-10-19,39360,62.0,42.0,52.0,11.3,19.0,11.65,1704,608,13.0,0,53.45788043478261,45.5,0.0, ,0.0,29.53
356,2008-10-20,39180,55.5,43.5,49.5,3.6,31.0,7.5,1703,610,15.5,-1,53.45788043478261,46.5,0.0,RA BR,0.245,29.509999999999998
357,2008-10-21,39000,55.0,38.5,47.0,6.9,2.5,8.95,1701,611,18.0,-3,53.45788043478261,42.5,0.0, ,0.0,29.67
358,2008-10-22,38880,53.0,37.5,45.5,12.05,12.0,12.85,1660,612,19.5,-6,53.45788043478261,40.0,0.0, ,0.0,29.68
359,2008-10-23,38700,59.0,40.5,50.0,11.05,12.0,11.3,1658,613,15.0,1,53.45788043478261,43.5,0.0,RA,0.125,29.53
360,2008-10-24,38580,55.0,44.5,50.0,5.449999999999999,19.5,6.5,1657,614,15.0,0,53.45788043478261,47.0,0.0,TSRA RA BR,0.475,29.215
361,2008-10-25,38400,53.0,43.0,48.0,12.350000000000001,22.5,12.75,1656,616,17.0,0,53.45788043478261,44.5,0.0,RA DZ BR,0.0,29.055
362,2008-10-26,38220,56.0,36.5,46.5,17.35,27.0,18.1,1654,617,18.5,-1,53.45788043478261,41.0,0.0,RA,0.005,29.135
363,2008-10-27,38100,47.0,33.5,40.5,13.55,31.0,14.15,1653,618,24.5,-8,53.45788043478261,35.0,0.0, ,0.0,29.54
364,2008-10-28,37920,45.0,31.5,38.5,10.2,30.0,10.600000000000001,1651,619,26.5,-9,53.45788043478261,33.0,0.0, ,0.0,29.57
365,2008-10-29,37800,51.0,32.5,42.0,2.7,30.5,6.15,1650,620,23.0,-5,53.45788043478261,34.5,0.0, ,0.0,29.505
366,2008-10-30,37620,62.5,32.5,48.0,9.9,19.0,9.9,1649,622,17.0,1,53.45788043478261,41.0,0.0, ,0.0,29.61
367,2008-10-31,37440,70.5,48.5,59.5,5.85,22.0,7.65,1647,623,5.5,13,53.45788043478261,51.0,0.0, ,0.0,29.605
368,2009-05-01,50460,61.0,47.0,54.0,8.25,29.0,8.55,1849,448,11.0,0,53.45788043478261,47.5,0.0,RA,0.03,29.295
369,2009-05-02,50580,65.5,44.5,55.0,9.0,26.5,9.35,1850,447,10.0,1,53.45788043478261,45.5,0.0, ,0.0,29.245
370,2009-05-03,50700,70.0,44.0,57.5,4.3,26.0,4.85,1851,446,7.5,3,53.45788043478261,47.5,0.0, ,0.0,29.225
371,2009-05-04,50880,70.0,46.0,58.5,6.8,9.0,8.0,1852,444,6.5,3,53.45788043478261,47.5,0.0, ,0.0,29.34
372,2009-05-05,51000,70.5,51.5,61.0,5.3,12.5,5.95,1853,443,4.0,5,53.45788043478261,50.5,0.0, ,0.0,29.25
373,2009-05-06,51180,75.0,53.5,64.5,6.35,19.0,7.65,1855,442,1.0,8,53.45788043478261,55.5,0.5,RA BR,0.765,29.09
374,2009-05-07,51300,77.0,56.0,67.0,8.35,24.5,9.75,1856,441,0.0,12,53.45788043478261,57.5,2.0,RA BR HZ,0.11,29.045
375,2009-05-08,51480,75.5,55.0,65.5,4.65,20.5,6.05,1857,439,0.0,9,53.45788043478261,58.5,0.5,TSRA RA,0.015,28.97
376,2009-05-09,51600,63.5,45.5,55.0,5.75,28.5,11.55,1858,438,10.0,-1,53.45788043478261,48.5,0.0, ,0.0,29.225
377,2009-05-10,51720,67.0,41.5,54.5,4.9,30.0,8.7,1859,437,10.5,-2,53.45788043478261,46.5,0.0, ,0.01,29.439999999999998
378,2009-05-11,51840,61.0,39.5,50.5,1.4,7.5,4.55,1860,436,14.5,-7,53.45788043478261,44.0,0.0, ,0.0,29.5
379,2009-05-12,51960,71.5,41.5,56.5,9.2,16.0,9.55,1901,435,8.5,-2,53.45788043478261,47.0,0.0, ,0.0,29.41
380,2009-05-13,52080,70.5,53.5,62.5,13.65,18.5,15.6,1902,434,2.5,4,53.45788043478261,59.0,0.0,TSRA RA BR,0.79,29.045
381,2009-05-14,52200,68.5,54.0,61.5,10.8,27.0,11.0,1903,433,3.5,3,53.45788043478261,52.5,0.0, ,0.0,29.345
382,2009-05-15,52320,62.0,53.5,58.0,5.2,15.5,7.300000000000001,1904,432,7.0,-1,53.45788043478261,54.5,0.0,RA BR,0.5449999999999999,29.310000000000002
383,2009-05-16,52440,62.0,46.0,54.5,11.0,29.5,12.45,1905,431,10.5,-5,53.45788043478261,49.5,0.0,BR,0.02,29.384999999999998
384,2009-05-17,52560,61.0,40.0,50.5,1.75,21.0,6.35,1906,430,14.5,-8,53.45788043478261,42.0,0.0, ,0.0,29.635
385,2009-05-18,52680,66.5,42.5,54.5,9.45,19.0,9.7,1907,429,10.5,-7,53.45788043478261,45.0,0.0, ,0.0,29.58
386,2009-05-19,52800,80.0,53.0,66.5,12.9,21.0,13.100000000000001,1908,428,0.0,6,53.45788043478261,54.5,1.5, ,0.0,29.515
387,2009-05-20,52920,84.5,61.0,73.0,13.15,20.0,13.35,1909,427,0.0,12,53.45788043478261,57.0,8.0, ,0.0,29.435
388,2009-05-21,53040,84.5,60.0,72.5,7.949999999999999,24.0,11.850000000000001,1910,426,0.0,11,53.45788043478261,59.0,7.5, ,0.0,29.41
389,2009-05-22,53160,69.5,54.5,62.0,10.2,3.5,10.649999999999999,1911,425,3.0,0,53.45788043478261,53.5,0.0, ,0.0,29.48
390,2009-05-23,53220,79.5,52.5,66.0,4.5,7.5,5.6,1912,425,0.0,4,53.45788043478261,57.5,1.0, ,0.0,29.36
391,2009-05-24,53340,70.5,55.5,63.0,10.55,3.5,10.9,1913,424,2.0,1,53.45788043478261,53.5,0.0, ,0.0,29.365000000000002
392,2009-05-25,53460,65.5,55.0,60.5,9.5,6.0,10.15,1914,423,4.5,-1,53.45788043478261,52.0,0.0,RA DZ,0.06,29.305
393,2009-05-26,53580,75.0,54.5,65.0,6.6,5.5,7.3,1915,422,0.5,2,53.45788043478261,56.5,0.5,TSRA RA BR,1.555,29.104999999999997
394,2009-05-27,53640,74.0,56.5,65.5,5.2,24.0,7.75,1916,422,0.5,2,53.45788043478261,61.5,1.0,DZ BR HZ,0.01,28.985
395,2009-05-28,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,421,6.0,-5,53.45788043478261,54.0,0.0, ,0.0,29.085
396,2009-05-29,53760,75.5,52.5,64.0,2.35,31.5,6.85,1917,421,1.5,-2,53.45788043478261,55.0,0.5, ,0.0,29.200000000000003
397,2009-05-30,53880,79.0,51.5,65.5,2.35,28.0,6.699999999999999,1918,420,0.0,1,53.45788043478261,54.5,0.5,RA,0.0,29.119999999999997
398,2009-05-31,53940,72.5,47.0,60.0,2.8,9.5,5.449999999999999,1919,420,5.0,-5,53.45788043478261,51.0,0.0, ,0.0,29.235
399,2009-06-01,54060,79.0,51.5,65.5,1.1,34.0,10.55,1920,419,0.0,1,53.45788043478261,57.5,0.5,TSRA RA,0.635,29.22
400,2009-06-02,54060,60.5,49.0,55.0,7.8500000000000005,3.0,8.6,1920,419,10.0,-10,53.45788043478261,50.5,0.0,RA BR,0.09,29.39
401,2009-06-03,54180,61.0,45.0,53.0,10.75,3.0,11.05,1921,418,12.0,-12,53.45788043478261,47.0,0.0, ,0.0,29.445
402,2009-06-04,54240,68.0,44.5,56.5,4.95,4.5,6.15,1922,418,8.5,-9,53.45788043478261,48.5,0.0, ,0.0,29.335
403,2009-06-05,54360,79.5,45.5,63.0,6.05,25.5,6.95,1923,417,2.0,-3,53.45788043478261,54.0,0.0, ,0.0,29.205
404,2009-06-06,54360,64.5,53.0,59.0,5.45,4.0,7.45,1923,417,6.0,-9,53.45788043478261,51.5,0.0, ,0.01,29.23
405,2009-06-07,54420,73.5,54.0,64.0,2.1,9.5,7.300000000000001,1924,417,1.0,-3,53.45788043478261,58.0,0.0,BR,0.02,29.175
406,2009-06-08,54480,81.0,53.5,67.5,6.15,24.5,9.6,1925,417,0.0,0,53.45788043478261,64.0,2.5,TSRA RA BR,0.375,29.085
407,2009-06-09,54540,67.0,55.5,61.5,5.2,7.0,7.1,1925,416,3.5,-5,53.45788043478261,56.0,0.0,DZ BR,0.0,29.259999999999998
408,2009-06-10,54600,67.0,54.5,61.0,8.25,4.5,8.95,1926,416,4.0,-6,53.45788043478261,54.0,0.0,RA,0.025,29.18
409,2009-06-11,54600,62.0,53.0,58.0,9.5,2.0,9.65,1926,416,7.0,-8,53.45788043478261,54.0,0.0,RA HZ,0.575,29.14
410,2009-06-12,54660,73.0,49.5,61.5,4.7,6.5,6.25,1927,416,3.5,-6,53.45788043478261,55.0,0.0,RA,0.0,29.27
411,2009-06-13,54660,67.0,55.0,61.0,6.550000000000001,4.5,7.15,1927,416,4.0,-7,53.45788043478261,55.0,0.0,RA BR,0.32,29.310000000000002
412,2009-06-14,54720,76.5,52.5,64.5,4.8,4.5,5.25,1928,416,0.5,-4,53.45788043478261,57.0,0.0, ,0.0,29.314999999999998
413,2009-06-15,54720,81.0,55.0,68.0,6.45,9.0,7.050000000000001,1928,416,0.0,-1,53.45788043478261,58.0,3.0, ,0.0,29.310000000000002
414,2009-06-16,54780,71.0,61.5,66.5,10.75,10.5,11.25,1929,416,0.0,-4,53.45788043478261,60.5,1.5,RA BR,1.15,29.18
415,2009-06-17,54780,72.0,62.0,67.0,2.8,35.0,6.45,1929,416,0.0,-3,53.45788043478261,62.5,2.0,BR HZ,0.0,29.185000000000002
416,2009-06-18,54780,80.5,62.0,71.5,5.2,16.5,6.85,1929,416,0.0,1,53.45788043478261,67.0,6.5,RA BR,0.11499999999999999,29.115
417,2009-06-19,54840,87.0,65.5,76.5,6.75,18.0,11.05,1930,416,0.0,6,53.45788043478261,69.5,11.5,TS TSRA BR,2.42,29.0
418,2009-06-20,54840,87.5,68.5,78.5,8.3,28.5,8.6,1930,416,0.0,8,53.45788043478261,70.0,13.5, ,0.0,29.104999999999997
419,2009-06-21,54840,85.0,70.5,78.0,3.05,8.0,3.7,1930,416,0.0,7,53.45788043478261,68.5,13.0, ,0.005,29.145000000000003
420,2009-06-22,54840,89.0,69.0,79.5,4.65,11.5,6.4,1931,417,0.0,9,53.45788043478261,71.0,14.5,TSRA RA,0.075,29.119999999999997
421,2009-06-23,54840,93.0,73.0,83.5,2.3,13.5,4.0,1931,417,0.0,13,53.45788043478261,73.0,18.5, ,0.0,29.189999999999998
422,2009-06-24,54840,93.5,74.0,84.0,2.0,22.5,5.05,1931,417,0.0,14,53.45788043478261,73.0,19.0,TSRA,0.41000000000000003,29.185000000000002
423,2009-06-25,54840,93.5,75.5,85.0,2.1,29.0,4.75,1931,417,0.0,14,53.45788043478261,73.0,20.0, ,0.0,29.115
424,2009-06-26,54780,86.0,70.5,78.5,6.4,4.0,8.1,1931,418,0.0,7,53.45788043478261,33.0,13.5, ,0.0,14.1
425,2009-06-27,54780,89.5,64.5,77.5,5.55,21.5,6.9,1931,418,0.0,5,53.45788043478261,67.0,12.5,TS RA,0.175,29.14
426,2009-06-28,54720,83.0,67.0,75.5,13.649999999999999,29.0,14.1,1931,419,0.0,4,53.45788043478261,62.0,10.5, ,0.0,29.04
427,2009-06-29,54720,77.5,64.0,71.0,12.8,30.0,13.399999999999999,1931,419,0.0,-1,53.45788043478261,61.0,6.0, ,0.0,28.92
428,2009-06-30,54720,67.0,60.0,64.0,8.5,30.0,8.7,1931,419,1.0,-9,53.45788043478261,57.5,0.0, ,0.0,28.975
429,2009-07-01,54660,65.0,57.0,61.0,7.3999999999999995,31.5,8.05,1931,420,4.0,-11,53.45788043478261,56.5,0.0,RA DZ,0.01,29.1
430,2009-07-02,54660,73.0,59.5,66.5,7.050000000000001,31.0,8.2,1931,420,0.0,-6,53.45788043478261,60.0,1.5, ,0.0,29.285
431,2009-07-03,54600,79.0,62.5,71.0,1.5,18.0,6.15,1931,421,0.0,-1,53.45788043478261,62.0,6.0, ,0.0,29.384999999999998
432,2009-07-04,54480,69.0,61.0,65.0,2.6,13.5,4.25,1930,422,0.5,-8,53.45788043478261,61.5,0.5,RA BR FU,0.16,29.285
433,2009-07-05,54480,81.5,59.0,70.5,0.5,35.0,2.5,1930,422,0.0,-3,53.45788043478261,63.5,5.5,RA BR HZ,0.04,29.225
434,2009-07-06,54420,85.5,61.5,73.5,5.85,30.5,6.65,1930,423,0.0,1,53.45788043478261,62.5,8.5, ,0.0,29.17
435,2009-07-07,54420,76.5,62.0,69.5,5.9,7.0,7.25,1930,423,0.0,-4,53.45788043478261,60.5,4.5,RA,0.0,29.21
436,2009-07-08,54300,66.5,61.5,64.0,6.9,7.0,7.2,1929,424,1.0,-10,53.45788043478261,59.0,0.0,RA,0.115,29.310000000000002
437,2009-07-09,54240,79.5,61.0,70.5,6.15,10.5,7.1,1929,425,0.0,-4,53.45788043478261,63.5,5.5, ,0.0,29.380000000000003
438,2009-07-10,54240,83.0,65.0,74.5,4.0,21.0,4.75,1929,425,0.0,0,53.45788043478261,67.5,9.5,RA BR,0.1,29.375
439,2009-07-11,54120,85.0,65.5,75.5,5.35,30.0,7.3,1928,426,0.0,1,53.45788043478261,66.0,10.5,TSRA BR HZ,0.685,29.365000000000002
440,2009-07-12,54060,82.0,59.0,70.5,2.4,31.0,5.45,1928,427,0.0,-3,53.45788043478261,60.0,5.5, ,0.0,29.380000000000003
441,2009-07-13,53940,78.5,63.5,71.0,5.3,7.0,6.6,1927,428,0.0,-3,53.45788043478261,58.0,6.0, ,0.0,29.384999999999998
442,2009-07-14,53940,80.5,57.5,69.5,7.1,16.0,7.6,1927,428,0.0,-5,53.45788043478261,59.5,4.5, ,0.0,29.375
443,2009-07-15,53820,85.5,66.0,76.0,10.0,24.5,13.100000000000001,1926,429,0.0,1,53.45788043478261,67.0,11.0,BR,0.5,29.205
444,2009-07-16,53700,81.0,64.5,73.0,9.75,28.0,10.55,1925,430,0.0,-2,53.45788043478261,62.5,8.0, ,0.085,29.200000000000003
445,2009-07-17,53640,70.0,57.5,64.0,10.35,29.5,10.600000000000001,1925,431,1.0,-10,53.45788043478261,56.5,0.0, ,0.0,29.18
446,2009-07-18,53520,72.5,57.5,65.5,7.35,31.5,7.6499999999999995,1924,432,0.0,-9,53.45788043478261,57.5,0.5, ,0.0,29.335
447,2009-07-19,53400,72.0,58.5,65.5,1.35,20.0,4.3,1923,433,0.5,-10,53.45788043478261,58.5,1.0, ,0.0,29.42
448,2009-07-20,53400,76.0,57.0,67.0,5.65,9.5,6.0,1923,433,0.0,-8,53.45788043478261,60.5,2.0, ,0.0,29.39
449,2009-07-21,53280,81.0,61.0,71.0,4.0,13.5,6.05,1922,434,0.0,-5,53.45788043478261,62.5,6.0,RA DZ,0.02,29.305
450,2009-07-22,53160,78.5,64.5,72.0,3.15,7.0,5.45,1921,435,0.0,-3,53.45788043478261,64.0,7.0,BR HZ,0.0,29.255000000000003
451,2009-07-23,53040,80.5,62.5,71.5,2.15,16.5,5.5,1920,436,0.0,-2,53.45788043478261,63.5,6.5,TS BR HZ,0.05,29.235
452,2009-07-24,52920,83.0,61.5,72.5,8.8,23.0,9.7,1919,437,0.0,-2,53.45788043478261,64.5,7.5,TSRA RA,0.165,29.11
453,2009-07-25,52800,81.0,66.0,74.0,10.7,27.5,11.3,1918,438,0.0,0,53.45788043478261,64.5,9.0, ,0.0,29.049999999999997
454,2009-07-26,52740,82.0,63.5,73.0,8.55,29.0,9.0,1918,439,0.0,-1,53.45788043478261,64.5,8.0,RA,0.0,29.155
455,2009-07-27,52620,84.0,65.0,74.5,9.25,23.0,9.85,1917,440,0.0,0,53.45788043478261,66.5,9.5,RA,0.025,29.17
456,2009-07-28,52500,85.0,67.0,76.0,6.45,28.0,7.85,1916,441,0.0,1,53.45788043478261,66.5,11.0,RA,0.01,29.104999999999997
457,2009-07-29,52380,80.0,64.0,72.5,4.0,19.0,7.1,1915,442,0.0,-2,53.45788043478261,60.0,7.5, ,0.0,29.16
458,2009-07-30,52260,79.5,62.0,71.0,4.65,23.5,5.9,1914,443,0.0,-5,53.45788043478261,62.5,6.0, ,0.0,29.174999999999997
459,2009-07-31,52140,81.5,60.0,71.0,6.050000000000001,26.5,7.0,1913,444,0.0,-4,53.45788043478261,61.5,6.0, ,0.0,29.259999999999998
460,2009-08-01,51960,75.0,62.0,68.5,11.1,22.5,10.95,1911,445,0.0,-5,53.45788043478261,62.5,3.5,RA,0.005,29.21
461,2009-08-02,51840,78.5,57.5,68.5,6.5,25.5,9.0,1910,446,0.0,-5,53.45788043478261,59.0,3.5, ,0.0,29.23
462,2009-08-03,51720,85.0,67.5,76.5,11.6,21.0,11.850000000000001,1909,447,0.0,3,53.45788043478261,66.0,11.5, ,0.065,29.135
463,2009-08-04,51600,85.5,68.0,77.0,2.15,3.5,6.0,1908,448,0.0,3,53.45788043478261,67.5,12.0,BR,0.0,29.19
464,2009-08-05,51480,79.0,63.5,71.5,3.3499999999999996,6.0,4.9,1907,449,0.0,-3,53.45788043478261,62.0,6.5, ,0.0,29.369999999999997
465,2009-08-06,51360,81.5,61.0,71.5,2.4,7.5,5.45,1906,450,0.0,-2,53.45788043478261,60.0,6.5, ,0.0,29.415
466,2009-08-07,51180,74.0,65.5,70.0,6.85,15.0,7.5,1904,451,0.0,-4,53.45788043478261,63.0,5.0,RA BR,0.28,29.384999999999998
467,2009-08-08,51060,89.0,68.5,79.0,12.55,21.0,13.2,1903,452,0.0,6,53.45788043478261,73.0,14.0,RA BR,0.05,29.23
468,2009-08-09,50940,91.5,77.0,84.5,11.35,23.0,12.600000000000001,1902,453,0.0,11,53.45788043478261,74.5,19.5, ,0.09999999999999999,29.259999999999998
469,2009-08-10,50760,85.5,70.5,78.5,7.6000000000000005,26.0,8.05,1900,454,0.0,5,53.45788043478261,69.5,13.5, ,0.0,29.275
470,2009-08-11,50640,81.5,63.5,72.5,6.199999999999999,2.0,8.35,1859,455,0.0,-1,53.45788043478261,66.0,7.5, ,0.0,29.33
471,2009-08-12,50520,82.5,61.5,72.5,4.6,4.5,6.45,1858,456,0.0,-1,53.45788043478261,62.5,7.5, ,0.0,29.415
472,2009-08-13,50340,86.0,61.5,74.0,1.75,15.0,3.9,1856,457,0.0,0,53.45788043478261,63.0,9.0, ,0.0,29.41
473,2009-08-14,50220,88.0,65.0,77.0,5.85,21.0,6.1,1855,458,0.0,4,53.45788043478261,66.0,12.0, ,0.0,29.41
474,2009-08-15,50100,89.0,68.5,79.0,8.5,19.0,8.8,1854,459,0.0,6,53.45788043478261,67.5,14.0, ,0.0,29.35
475,2009-08-16,49920,89.0,70.5,80.0,9.4,20.5,10.149999999999999,1852,500,0.0,7,53.45788043478261,70.5,15.0,TSRA,0.45,29.305
476,2009-08-17,49800,83.0,70.5,77.0,4.85,22.0,6.65,1851,501,0.0,5,53.45788043478261,70.5,12.0,TSRA RA BR,0.45999999999999996,29.310000000000002
477,2009-08-18,49620,83.5,65.5,74.5,7.75,27.0,8.2,1849,502,0.0,2,53.45788043478261,65.5,9.5, ,0.0,29.305
478,2009-08-19,49500,82.0,61.5,72.0,5.800000000000001,16.0,8.45,1848,503,0.0,0,53.45788043478261,65.5,7.0,RA,0.48,29.115
479,2009-08-20,49320,78.5,64.0,71.5,12.149999999999999,23.0,12.6,1846,504,0.0,0,53.45788043478261,65.0,6.5,RA,0.095,28.965
480,2009-08-21,49200,73.5,59.0,66.5,8.9,27.0,11.95,1845,505,0.0,-5,53.45788043478261,61.0,1.5,RA,0.10500000000000001,29.1
481,2009-08-22,49020,68.5,57.5,63.5,8.6,18.5,9.9,1843,506,1.5,-8,53.45788043478261,56.5,0.0, ,0.0,29.335
482,2009-08-23,48840,73.5,57.0,65.5,3.1,3.5,7.0,1842,508,0.0,-6,53.45788043478261,58.5,0.5, ,0.0,29.41
483,2009-08-24,48660,79.0,55.5,67.5,4.4,21.0,5.4,1840,509,0.0,-4,53.45788043478261,61.5,2.5, ,0.0,29.439999999999998
484,2009-08-25,48540,82.5,60.0,71.5,8.7,21.0,8.899999999999999,1839,510,0.0,1,53.45788043478261,65.0,6.5, ,0.0,29.36
485,2009-08-26,48360,72.5,63.0,68.0,4.55,2.0,7.55,1837,511,0.0,-2,53.45788043478261,64.5,3.0,RA BR,0.7350000000000001,29.39
486,2009-08-27,48180,67.0,61.5,64.5,9.899999999999999,7.5,10.35,1835,512,0.5,-6,53.45788043478261,62.0,0.0,RA BR,1.0699999999999998,29.384999999999998
487,2009-08-28,48060,69.5,60.5,65.0,3.0,2.0,5.550000000000001,1834,513,0.5,-6,53.45788043478261,62.5,0.5,RA BR,0.25,29.21
488,2009-08-29,47880,69.0,56.0,63.0,10.9,31.0,11.45,1832,514,2.0,-7,53.45788043478261,56.5,0.0,RA DZ BR,0.015,29.21
489,2009-08-30,47760,66.0,51.0,59.0,8.8,1.0,9.9,1831,515,6.0,-11,53.45788043478261,52.5,0.0, ,0.0,29.47
490,2009-08-31,47580,67.5,49.0,58.5,5.05,3.5,6.4,1829,516,6.5,-10,53.45788043478261,52.0,0.0, ,0.0,29.575000000000003
491,2009-09-01,47400,71.5,48.5,60.5,3.25,5.0,3.45,1827,517,4.5,-8,53.45788043478261,54.0,0.0, ,0.0,29.6
492,2009-09-02,47280,72.5,51.5,62.5,3.65,7.0,4.5,1826,518,2.5,-6,53.45788043478261,56.0,0.0, ,0.0,29.535
493,2009-09-03,47100,75.0,56.5,66.0,4.95,5.5,5.95,1824,519,0.0,-2,53.45788043478261,59.5,1.0, ,0.0,29.450000000000003
494,2009-09-04,46920,75.0,56.0,66.0,3.7,4.0,4.25,1822,520,0.0,-3,53.45788043478261,59.5,1.0,BR,0.0,29.465
495,2009-09-05,46800,78.0,55.5,67.0,4.75,5.0,5.55,1821,521,0.0,-1,53.45788043478261,61.5,2.0,BR HZ,0.0,29.515
496,2009-09-06,46620,77.0,63.5,70.5,5.25,6.5,5.949999999999999,1819,522,0.0,2,53.45788043478261,63.5,5.5,RA BR HZ,0.015,29.494999999999997
497,2009-09-07,46440,77.0,61.0,69.0,6.05,3.5,5.45,1817,523,0.0,1,53.45788043478261,62.5,4.0,BR,0.0,29.415
498,2009-09-08,46260,78.0,61.0,69.5,6.75,3.5,7.65,1815,524,0.0,3,53.45788043478261,64.0,4.5, ,0.0,29.384999999999998
499,2009-09-09,46140,77.5,66.5,72.5,6.449999999999999,6.5,7.050000000000001,1814,525,0.0,6,53.45788043478261,65.5,7.5,BR HZ,0.0,29.445
500,2009-09-10,45960,80.5,64.5,73.0,6.3,6.5,7.05,1812,526,0.0,7,53.45788043478261,65.5,8.0,BR HZ,0.0,29.509999999999998
501,2009-09-11,45780,79.0,62.5,71.0,5.75,7.5,6.15,1810,527,0.0,6,53.45788043478261,63.5,6.0,BR,0.0,29.465
502,2009-09-12,45660,78.5,59.5,69.5,3.45,4.5,4.65,1809,528,0.0,4,53.45788043478261,63.5,4.5,FG+ BR,0.0,29.439999999999998
503,2009-09-13,45480,79.5,57.5,68.5,2.0,7.0,3.6,1807,529,0.0,4,53.45788043478261,60.5,3.5,FG+ MIFG BR,0.005,29.42
504,2009-09-14,45300,84.0,58.5,71.5,0.6000000000000001,23.0,2.4000000000000004,1805,530,0.0,7,53.45788043478261,61.5,6.5, ,0.0,29.369999999999997
505,2009-09-15,45120,82.5,63.5,73.0,6.0,2.0,7.25,1803,531,0.0,9,53.45788043478261,63.5,8.0, ,0.0,29.384999999999998
506,2009-09-16,44880,71.5,60.5,66.0,11.75,5.5,12.4,1760,532,0.0,1,53.45788043478261,59.5,1.0, ,0.0,29.515
507,2009-09-17,44700,71.5,52.0,62.0,3.95,6.5,4.800000000000001,1758,533,3.0,-3,53.45788043478261,56.5,0.0, ,0.0,29.48
508,2009-09-18,44460,79.0,51.0,65.5,5.199999999999999,2.5,6.550000000000001,1756,535,0.0,1,53.45788043478261,59.0,0.5,BR,0.0,29.490000000000002
509,2009-09-19,44340,75.5,56.5,66.5,3.8000000000000003,10.0,5.85,1755,536,0.0,3,53.45788043478261,59.5,1.5, ,0.0,29.509999999999998
510,2009-09-20,44160,72.0,54.0,63.5,6.15,7.5,7.6,1753,537,1.5,2,53.45788043478261,60.0,0.0,RA DZ BR,0.595,29.310000000000002
511,2009-09-21,43980,68.0,61.5,65.0,3.55,23.0,5.05,1751,538,0.5,2,53.45788043478261,61.5,0.5,DZ BR HZ,0.0,29.285
512,2009-09-22,43800,76.5,61.0,69.0,5.2,17.5,7.5,1749,539,0.0,6,53.45788043478261,67.0,4.0,BR HZ,0.02,29.310000000000002
513,2009-09-23,43680,76.0,62.0,69.0,0.7,31.5,4.35,1748,540,0.0,8,53.45788043478261,64.0,4.0,BR,0.0,29.445
514,2009-09-24,43500,72.0,64.0,68.5,4.199999999999999,6.5,4.550000000000001,1746,541,0.0,8,53.45788043478261,64.5,3.5,BR,0.0,29.465
515,2009-09-25,43320,70.0,60.0,65.0,5.4,11.0,6.8,1744,542,0.0,4,53.45788043478261,60.0,0.0,RA DZ BR,0.09,29.415
516,2009-09-26,43140,67.5,55.5,61.5,3.95,26.5,4.6,1742,543,3.5,2,53.45788043478261,59.0,0.0,BR,0.0,29.18
517,2009-09-27,43020,74.0,51.5,63.0,7.8999999999999995,22.5,10.2,1741,544,2.0,2,53.45788043478261,57.5,0.0,TSRA RA FG BR,0.27999999999999997,28.875
518,2009-09-28,42840,62.5,49.5,56.5,20.05,28.5,20.45,1739,545,8.5,-3,53.45788043478261,49.0,0.0,RA,0.005,28.945
519,2009-09-29,42660,59.0,48.0,53.5,8.7,33.0,10.25,1737,546,11.5,-5,53.45788043478261,48.0,0.0, ,0.0,29.310000000000002
520,2009-09-30,42480,61.5,48.0,55.0,5.25,3.0,6.9,1735,547,10.0,-4,53.45788043478261,47.5,0.0, ,0.0,29.415
521,2009-10-01,42360,59.0,42.5,51.0,8.95,13.0,9.1,1734,548,14.0,-8,53.45788043478261,49.0,0.0,RA BR,0.74,29.155
522,2009-10-02,42180,56.0,47.5,52.0,10.25,21.5,11.8,1732,549,13.0,-6,53.45788043478261,48.0,0.0,RA BR,0.19,28.835
523,2009-10-03,42000,57.5,47.0,52.5,8.15,26.0,8.600000000000001,1730,550,12.5,-5,53.45788043478261,49.0,0.0,RA DZ BR,0.07,29.049999999999997
524,2009-10-04,41820,60.5,45.0,53.0,8.95,27.5,9.25,1729,552,12.0,-4,53.45788043478261,47.0,0.0, ,0.0,29.310000000000002
525,2009-10-05,41640,61.5,42.5,52.5,2.35,8.5,4.95,1727,553,12.5,-4,53.45788043478261,47.0,0.0, ,0.0,29.32
526,2009-10-06,41460,61.5,49.0,55.5,9.15,24.0,15.0,1725,554,9.5,-1,53.45788043478261,50.5,0.0,RA DZ BR,0.04,28.935
527,2009-10-07,41340,60.0,45.0,53.0,8.85,26.0,10.45,1724,555,12.0,-3,53.45788043478261,46.0,0.0, ,0.0,29.275
528,2009-10-08,41160,53.5,46.0,50.0,4.05,20.5,5.199999999999999,1722,556,15.0,-7,53.45788043478261,48.5,0.0,RA DZ BR,0.13,29.215
529,2009-10-09,40980,52.0,39.5,46.0,9.350000000000001,34.5,10.1,1720,557,19.0,-9,53.45788043478261,45.5,0.0,RA BR,0.445,29.235
530,2009-10-10,40860,48.0,32.0,40.5,7.6,28.5,7.949999999999999,1719,558,24.5,-15,53.45788043478261,35.5,0.0, ,0.0,29.52
